14,Kursus Mengemudi NATUNA,Kursus Mengemudi Mobil,"Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119",-7.9681227,112.6199612,-,https://business.google.com/website/kantor-pusat-kursus-mengemudi-natuna,Paket,"Paket Dasar Manual 10 x 45 menit Rp 650.000,-;Paket Dasar Matic 10 x 45 menit Rp 725.000,-;Paket Dasar Mix (Manual - Matic) 12 x 45 menit Rp 650.000,-",Ada,"Materi diajarkan sangat detail, Instruktur berpengalaman dan Sabar, Jam belajar bebas, menyesuaikan siswa, Biaya kursus mengemudi bisa diangsur, Mobil full AC, Antar jemput, 1 mobil 1 siswa 1 instruktur",,-,Hari Kerja,"Selasa        08.00–16.00
Rabu        08.00–16.00
Kamis        08.00–16.00
Jumat        08.00–16.00
Sabtu        08.00–16.00
Minggu        Tutup
Senin        08.00–16.00",Privat,1 Orang
15,Kursus Mengemudi NATUNA,Kursus Mengemudi Mobil,"Jl. Kawi No.22, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65116",-7.9684498,112.6176274,(0341) 581647,http://kursusmengemudinatuna.com/,Paket,"Paket Dasar Manual 10 x 45 menit Rp 650.000,-;Paket Dasar Matic 10 x 45 menit Rp 725.000,-;Paket Dasar Mix (Manual - Matic) 12 x 45 menit Rp 650.000,-",Ada,"Materi diajarkan sangat detail, Instruktur berpengalaman dan Sabar, Jam belajar bebas, menyesuaikan siswa, Biaya kursus mengemudi bisa diangsur, Mobil full AC, Antar jemput, 1 mobil 1 siswa 1 instruktur",Siang,-,Hari Kerja,"Selasa        08.00–16.00
Rabu        08.00–16.00
Kamis        08.00–16.00
Jumat        08.00–16.00
Sabtu        08.00–16.00
Minggu        Tutup
Senin        08.00–16.00",Privat,1 Orang
16,Kursus Mengemudi NATUNA,Kursus Mengemudi Mobil,"Jl. Ranugrati No.31, Polehan, Kec. Blimbing, Kota Malang, Jawa Timur",-7.9683699,112.6401884,(0341) 328229,http://kursusmengemudinatuna.com/,Paket,"Paket Dasar Manual 10 x 45 menit Rp 650.000,-;Paket Dasar Matic 10 x 45 menit Rp 725.000,-;Paket Dasar Mix (Manual - Matic) 12 x 45 menit Rp 650.000,-",Ada,"Materi diajarkan sangat detail, Instruktur berpengalaman dan Sabar, Jam belajar bebas, menyesuaikan siswa, Biaya kursus mengemudi bisa diangsur, Mobil full AC, Antar jemput, 1 mobil 1 siswa 1 instruktur",Siang,-,Hari Kerja,"Selasa	08.00–16.00
Rabu	08.00–16.00
Kamis	08.00–16.00
Jumat	08.00–16.00
Sabtu	08.00–16.00
Minggu	Tutup
Senin	08.00–16.00",Privat,1 Orang
17,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. Mayjend. Panjaitan No.30A, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113",-7.9554877,112.6476174,0811-3005-200,http://www.kursusmengemudiprivate.com/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Pagi,-,Setiap Hari,"Senin        07.30–17.00
Selasa        07.30–17.00
Rabu        07.30–17.00
Kamis        07.30–17.00
Jumat        07.30–17.00
Sabtu        07.30–17.00
Minggu        07.30–17.00",Privat,1 Orang
18,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. Gadang Jl. Gadang Gg. VIII No.1, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149",-7.9836665,112.6267994,(0341) 350500,https://kursusmengemudiprivate.business.site/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Pagi,-,Setiap Hari,"Selasa	06.00–17.00
Rabu	06.00–17.00
Kamis	06.00–17.00
Jumat	06.00–17.00
Sabtu	06.00–17.00
Minggu	06.00–17.00
Senin	06.00–17.00",Privat,1 Orang
19,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. Cengger Ayam No.3, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141",-7.9545781,112.6301205,0813-3332-8868,http://www.kursusmengemudiprivate.com/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Siang,-,Setiap Hari,"Selasa	08.00–22.00
Rabu	08.00–22.00
Kamis	08.00–22.00
Jumat	08.00–22.00
Sabtu	08.00–22.00
Minggu	08.00–22.00
Senin	08.00–22.00",Privat,1 Orang
20,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. Perusahaan Raya No.15, Bodosari, Tanjungtirto, Kec. Singosari, Malang, Jawa Timur 65153",-7.9554877,112.6476174,(0341) 402703,https://kursus-mengemudi-private-driving-school.business.site/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Siang,-,Setiap Hari,"Selasa	08.00–18.00
Rabu	08.00–18.00
Kamis	08.00–18.00
Jumat	08.00–18.00
Sabtu	08.00–18.00
Minggu	08.00–18.00
Senin	08.00–18.00",Privat,1 Orang
21,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. K.H. Hasyim Ashari No.30, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119",-7.9697292,112.6205098,0816-551-753,http://www.kursusmengemudiprivate.com/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Siang,-,Setiap Hari,"Selasa	08.00–16.00
Rabu	08.00–16.00
Kamis	08.00–16.00
Jumat	08.00–16.00
Sabtu	08.00–16.00
Minggu	08.00–16.00
Senin	08.00–16.00",Privat,1 Orang
22,Kursus Mengemudi PRIVATE,Kursus Mengemudi Mobil,"Jl. Mayjen.M.Wiyono, Kesatrian, Kec. Blimbing, Kota Malang, Jawa Timur 65126",-7.9672858,112.6377889,(0341) 753916,http://www.kursusmengemudiprivate.com/,Paket,"Paket Pemula Manual Executive 12 x 45 menit Rp 780.000,-;Paket Pemula Manual Executive 10 x 45 menit Rp 680.000,-;Paket Pelancaran Manual Executive 8 x 45 menit Rp 575.000,-;Paket Pelancaran Executive 6 x 45 menit Rp 475.000,-;Paket Pemula Matic Executive 10 x 45 menit Rp 725.000,-;Paket Pemula Matic Executive 8 x 45 menit Rp 625.000,-;Paket Pelancaran Matic Executive 6 x 45 menit Rp 525.000,-;Paket Pelancaran Matic Executive 4 x 45 menit Rp 425.000,-",Ada,"Bebas BBM (Tidak Dijatah), Bebas Pilih Mobil, Jadwal Belajar Fleksibel, Durasi Utuh, Gratis Biaya Penjemputan, Gratis Jika Kecewa
",Siang,-,Hari Kerja,"Selasa	09.00–17.00
Rabu	09.00–17.00
Kamis	09.00–17.00
Jumat	09.00–17.00
Sabtu	09.00–17.00
Minggu	Tutup
Senin	09.00–17.00",Privat,1 Orang
23,Kursus Mengemudi SURYA,Kursus Mengemudi Mobil,"Jl. Kawi Atas No.22 A, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65119",-7.9684498,112.6168218,(0341) 581647,-,-,-,Tidak Ada,-,Siang,-,Setiap Hari,"Selasa	08.00–20.00
Rabu	08.00–20.00
Kamis	08.00–20.00
Jumat	08.00–20.00
Sabtu	08.00–20.00
Minggu	08.00–20.00
Senin	08.00–20.00",Privat,1 Orang
24,Kursus Mengemudi TIRTAJAYA,Kursus Mengemudi Mobil,"Jl. Trunojoyo No.56, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 12630",-7.9654035,112.634414,(0341) 361069,-,-,-,Tidak Ada,-,-,-,-,-,Privat,1 Orang
25,Kursus Mengemudi YOPI 32,Kursus Mengemudi Mobil,"Jl Raya sekarpuro 63A6, Dami, Ampeldento, Kec. Pakis, Malang, Jawa Timur 65154",-7.9603321,112.6500778,0888-0553-3335,-,-,-,Tidak Ada,-,Siang,-,Setiap Hari,"Selasa	08.00–17.00
Rabu	08.00–17.00
Kamis	08.00–17.00
Jumat	08.00–17.00
Sabtu	08.00–17.00
Minggu	08.00–17.00
Senin	08.00–17.00",Privat,1 Orang
26,Kursus Mengemudi YOPI 32,Kursus Mengemudi Mobil,"Jl. Terusan Sulfat No.32, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126",-7.9592613,112.6479338,0812-3262-9062,-,,,Tidak Ada,-,Pagi,-,Setiap Hari,"Selasa	07.30–16.30
Rabu	07.30–16.30
Kamis	07.30–16.30
Jumat	07.30–16.30
Sabtu	07.30–16.30
Minggu	07.30–16.30
Senin	07.30–16.30",Privat,1 Orang
